Fetched from http://queue.taskcluster.net/v1/task/B0vbVBqlR8Sy6nxUSh0pmw/artifacts/public/test_info/xulsummary.txt

Elements in namespace http://www.mozilla.org/keymaster/gatekeeper/there.is.only.xul
  1014  label
  1     url("chrome://global/content/bindings/splitter.xml#splitter")
  1     url("chrome://global/content/bindings/tabbox.xml#tabbox")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tabpanels")
  1     url("chrome://browser/content/tabbrowser.xml#statuspanel")
  1     url("chrome://global/content/bindings/notification.xml#notification")
XBL bindings as JSON
{
  "text-label": 849,
  "menuitem": 225,
  "autorepeatbutton": 132,
  "toolbarbutton": 102,
  "scrollbox": 76,
  "text-base": 68,
  "arrowscrollbox": 66,
  "popup": 55,
  "button": 47,
  "menuitem-iconic": 26,
  "label-control": 25,
  "dropmarker": 24,
  "menu": 6,
  "arrowpanel": 18,
  "text-link": 16,
  "checkbox": 16,
  "popup-notification": 10,
  "tooltip": 8,
  "places-popup-base": 8,
  "menu-menubar": 7,
  "deck": 5,
  "popup-scrollbars": 4,
  "menu-iconic": 4,
  "stringbundle": 3,
  "autocomplete-richlistbox": 3,
  "panel": 3,
  "menulist": 3,
  "input-box": 3,
  "inputFields": 3,
  "radio": 3,
  "toolbar": 3,
  "tabbrowser-alltabs-popup": 3,
  "notificationbox": 3,
  "search-one-offs": 2,
  "ctrlTab-preview": 2,
  "textbox": 2,
  "progressmeter": 2,
  "toolbarbutton-badged": 2,
  "tabbrowser-remote-browser": 2,
  "autocomplete-rich-result-popup": 1,
  "browser-search-autocomplete-result-popup": 1,
  "urlbar-rich-result-popup": 1,
  "menulist-popuponly": 1,
  "addon-progress-notification": 1,
  "radiogroup": 1,
  "richlistbox": 1,
  "toolbar-menubar-autohide": 1,
  "menubar": 1,
  "tabbrowser-tabs": 1,
  "tabbrowser-arrowscrollbox": 1,
  "tabbrowser-tab": 1,
  "urlbar": 1,
  "browser": 1,
  "splitter": 1,
  "tabbox": 1,
  "tabbrowser-tabpanels": 1,
  "statuspanel": 1,
  "notification": 1
}
